[2023-04-26T16:50:23.315Z] [SEALIGHTS] 2023-04-26 16:50:23,170 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AuditModel' was instrumented for code coverage (methods: total=23, instrumented=22), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:29.795Z] [SEALIGHTS] 2023-04-26 16:51:29,579 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/common/ExceptionUtils' was instrumented for code coverage (methods: total=5, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:29.795Z] [SEALIGHTS] 2023-04-26 16:51:29,580 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/EntityNotFoundException' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:29.795Z] [SEALIGHTS] 2023-04-26 16:51:29,581 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/NonUniqueResultException' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.424Z] [SEALIGHTS] 2023-04-26 16:51:31,166 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AssetClassMap$AssetClassMapBuilder' was instrumented for code coverage (methods: total=11, instrumented=11), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.425Z] [SEALIGHTS] 2023-04-26 16:51:31,236 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/betamodel/service/model/ResponseEnvelopeMapstringClassInfoToIndex' was instrumented for code coverage (methods: total=25, instrumented=25), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.695Z] [SEALIGHTS] 2023-04-26 16:51:31,421 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/PortfolioRiskMetrics$PortfolioRiskMetricsBuilder' was instrumented for code coverage (methods: total=7, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.695Z] [SEALIGHTS] 2023-04-26 16:51:31,422 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/PortfolioRiskMetrics$PortfolioRiskMetricsBuilderImpl' was instrumented for code coverage (methods: total=4, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.695Z] [SEALIGHTS] 2023-04-26 16:51:31,423 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/PortfolioMetrics' was instrumented for code coverage (methods: total=20, instrumented=20), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.695Z] [SEALIGHTS] 2023-04-26 16:51:31,426 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/PortfolioMetrics$PortfolioMetricsBuilder' was instrumented for code coverage (methods: total=10, instrumented=8), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.696Z] [SEALIGHTS] 2023-04-26 16:51:31,426 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/PortfolioMetrics$PortfolioMetricsBuilderImpl' was instrumented for code coverage (methods: total=4, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.696Z] [SEALIGHTS] 2023-04-26 16:51:31,429 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/AccountMetrics$AccountMetricsBuilder' was instrumented for code coverage (methods: total=7, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.696Z] [SEALIGHTS] 2023-04-26 16:51:31,430 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/AccountMetrics$AccountMetricsBuilderImpl' was instrumented for code coverage (methods: total=4, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.696Z] [SEALIGHTS] 2023-04-26 16:51:31,432 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/HoldingsMetrics$HoldingsMetricsBuilder' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.696Z] [SEALIGHTS] 2023-04-26 16:51:31,438 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/PortfolioRiskMetricsResponse' was instrumented for code coverage (methods: total=14, instrumented=14), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.696Z] [SEALIGHTS] 2023-04-26 16:51:31,440 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/PortfolioRiskMetricsResponse$PortfolioRiskMetricsResponseBuilder' was instrumented for code coverage (methods: total=7, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.696Z] [SEALIGHTS] 2023-04-26 16:51:31,441 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/PortfolioRiskMetricsResponse$PortfolioRiskMetricsResponseBuilderImpl' was instrumented for code coverage (methods: total=4, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.696Z] [SEALIGHTS] 2023-04-26 16:51:31,604 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/AnalyticsService$1' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:31.697Z] [SEALIGHTS] 2023-04-26 16:51:31,627 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/AnalyticsService$2' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:32.517Z] [SEALIGHTS] 2023-04-26 16:51:32,275 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/assetclass/AssetClassResolutionCriteria$AssetClassResolutionCriteriaBuilder' was instrumented for code coverage (methods: total=5, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:32.517Z] [SEALIGHTS] 2023-04-26 16:51:32,277 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/assetclass/ResolvableAssetClass$ResolvableAssetClassBuilder' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:32.517Z] [SEALIGHTS] 2023-04-26 16:51:32,350 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/InstrumentClassificationCriteria' was instrumented for code coverage (methods: total=11, instrumented=11), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:32.517Z] [SEALIGHTS] 2023-04-26 16:51:32,351 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/InstrumentClassificationCriteria$InstrumentClassificationCriteriaBuilderImpl' was instrumented for code coverage (methods: total=6, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:32.517Z] [SEALIGHTS] 2023-04-26 16:51:32,352 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/InstrumentClassificationCriteria$InstrumentClassificationCriteriaBuilder' was instrumented for code coverage (methods: total=8, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:32.517Z] [SEALIGHTS] 2023-04-26 16:51:32,377 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/assetclass/ResolvedAssetClass$ResolvedAssetClassBuilder' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:33.606Z] [SEALIGHTS] 2023-04-26 16:51:33,357 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/ErrorCode' was instrumented for code coverage (methods: total=8, instrumented=8), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:33.606Z] [SEALIGHTS] 2023-04-26 16:51:33,358 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/Severity' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
